MySQL [en_rscwiki]> select page_id, page_namespace, page_title, page_is_redirect from page;
+---------+----------------+--------------------------------------------------------------------------------------------+------------------+
| page_id | page_namespace | page_title                                                                                 | page_is_redirect |
|   13448 |              0 | Gnome_top                                                                                  |                0 |
|   13449 |              6 | Blurberrys_cocktail_bar.png                                                                |                0 |
|   13450 |              6 | Giannes_place.png                                                                          |                0 |
|   13451 |              0 | Blurberrys_cocktail_bar                                                                    |                0 |
|   13452 |              0 | Giannes_place                                                                              |                0 |
|   13453 |              6 | Cage.png                                                                                   |                0 |
|   13454 |              0 | Cage                                                                                       |                0 |
|   13455 |              0 | Stone_stand                                                                                |                0 |
|   13457 |              0 | Short_Swords                                                                               |                0 |
|   13458 |             10 | Ernest_the_chicken                                                                         |                0 |
|   13459 |             14 | Ernest_the_chicken                                                                         |                0 |
|   13460 |             14 | Doric's_quest                                                                              |                0 |
|   13461 |             14 | Demon_slayer                                                                               |                0 |
|   13462 |             14 | Cook's_assistant                                                                           |                0 |
|   13463 |             10 | Black_knight's_fortress                                                                    |                0 |
|   13464 |             10 | Dragon_slayer                                                                              |                0 |
|   13465 |             14 | Dragon_slayer                                                                              |                0 |
|   13466 |              0 | 2-handed_Swords                                                                            |                0 |
|   13467 |              0 | Shields                                                                                    |                0 |
|   13468 |             10 | RelevantManual                                                                             |                0 |
|   13469 |              6 | Panning_tray_(gold).png                                                                    |                0 |
|   13470 |              6 | Panning_tray_(mud).png                                                                     |                0 |
|   13471 |              6 | Panning_tray.png                                                                           |                0 |
|   13472 |             14 | Black_knight's_fortress                                                                    |                0 |
|   13473 |             14 | Witch's_potion                                                                             |                0 |
|   13474 |              6 | Arrows_old.gif                                                                             |                0 |
|   13475 |              0 | Battle_Axes                                                                                |                0 |
|   13477 |              0 | Helmets                                                                                    |                0 |
|   13478 |             10 | Goblin_diplomacy                                                                           |                0 |
|   13479 |              6 | Goblin_Armour_(blue).png                                                                   |                0 |
|   13480 |              6 | Goblin_Armour_(orange).png                                                                 |                0 |
|   13481 |              6 | The_Rusty_Anchor.png                                                                       |                0 |
|   13484 |             10 | The_knight's_sword                                                                         |                0 |
|   13486 |             10 | Pirate's_treasure                                                                          |                0 |
|   13487 |              0 | Silk_trader_(Al_Kharid)                                                                    |                1 |
|   13488 |             10 | Historical                                                                                 |                0 |
|   13489 |             14 | Historical_articles                                                                        |                0 |
|   13490 |              0 | Evil_Magic                                                                                 |                1 |
|   13491 |              0 | EvilMagic                                                                                  |                0 |
|   13492 |              2 | Zeus_MC                                                                                    |                0 |
|   13493 |              6 | Knife_Glitch_Death.png                                                                     |                0 |
|   13494 |              0 | Scimitars                                                                                  |                0 |
|   13495 |              2 | MCWarhammer                                                                                |                0 |
|   13496 |              3 | MCWarhammer                                                                                |                0 |
|   13497 |              3 | Zeus_MC                                                                                    |                0 |
|   13499 |             10 | Prince_Ali_rescue                                                                          |                0 |
|   13502 |             10 | Romeo_&_Juliet                                                                             |                0 |
|   13503 |             14 | Romeo_&_Juliet                                                                             |                0 |
|   13504 |             10 | Sheep_shearer                                                                              |                0 |
|   13506 |             10 | Shield_of_Arrav                                                                            |                0 |
|   13507 |             14 | Shield_of_Arrav                                                                            |                0 |
|   13510 |              6 | Orb_of_light_(white).png                                                                   |                0 |
|   13511 |              6 | Orb_of_light_(blue).png                                                                    |                0 |
|   13512 |              6 | Orb_of_light_(pink).png                                                                    |                0 |
|   13513 |              0 | Orb_of_light                                                                               |                0 |
|   13514 |             14 | Underground_Pass                                                                           |                0 |
|   13515 |             10 | Digsite                                                                                    |                0 |
|   13516 |             14 | Digsite                                                                                    |                0 |
|   13517 |             10 | Druidic_ritual                                                                             |                0 |
|   13519 |              0 | Railings                                                                                   |                0 |
|   13520 |             14 | Dwarf_Cannon                                                                               |                0 |
|   13521 |              0 | Watch_tower_(Black_Guard)                                                                  |                0 |
|   13522 |              0 | Goblin_foot_prints                                                                         |                0 |
|   13523 |             10 | Dwarf_Cannon                                                                               |                0 |
|   13524 |             14 | Harmful_scenery                                                                            |                0 |
|   13525 |             10 | Family_Crest                                                                               |                0 |
|   13526 |              0 | Al-Kharid_Gate                                                                             |                0 |
|   13527 |              0 | Fitzharmon_family                                                                          |                0 |
|   13528 |             14 | Family_Crest                                                                               |                0 |
|   13529 |              0 | Odd_looking_wall                                                                           |                0 |
|   13530 |              0 | Magic_Door                                                                                 |                0 |
|   13531 |              0 | Loose_panel                                                                                |                0 |
|   13532 |              0 | Strange_Panel                                                                              |                0 |
|   13533 |              0 | Fence_with_loose_pannels                                                                   |                0 |
|   13534 |              0 | Battlement                                                                                 |                0 |
|   13535 |              0 | Tent_Door                                                                                  |                0 |
|   13536 |              0 | Sturdy_Iron_Gate                                                                           |                0 |
|   13537 |              0 | Flamewall                                                                                  |                0 |
|   13538 |              0 | Ruined_wall                                                                                |                0 |
|   13539 |              0 | Ancient_Wall                                                                               |                0 |
|   13540 |              0 | The_Lady_of_the_Waves                                                                      |                0 |
|   13541 |             10 | Fight_Arena                                                                                |                0 |
|   13542 |             14 | Fight_Arena                                                                                |                0 |
|   13543 |             10 | Fishing_contest                                                                            |                0 |
|   13544 |             14 | Fishing_contest                                                                            |                0 |
|   13545 |              0 | Vine                                                                                       |                0 |
|   13546 |              0 | McGrouber's_Wood                                                                           |                1 |
|   13547 |              0 | Traiborn_The_Wizard                                                                        |                1 |
|   13548 |             14 | The_Grand_Tree                                                                             |                0 |
|   13549 |              0 | Chaos_Druid_Warrior                                                                        |                1 |
|   13550 |             10 | Grand_tree                                                                                 |                0 |
|   13551 |              0 | Pebble                                                                                     |                0 |
|   13552 |             14 | Raw_fish_certificates                                                                      |                0 |
|   13553 |              6 | SpellsMenuTop.png                                                                          |                0 |
|   13554 |             14 | Log_certificates                                                                           |                0 |
|   13555 |             14 | Ore_certificates                                                                           |                0 |
|   13556 |             14 | Bar_certificates                                                                           |                0 |
|   13557 |             14 | Potion_certificates                                                                        |                0 |
|   13558 |             14 | Cooked_fish_certificates                                                                   |                0 |
|   13559 |             14 | Certers                                                                                    |                0 |
|   13560 |             14 | Gertrude's_Cat                                                                             |                0 |
|   13561 |             10 | Gertrude's_Cat                                                                             |                0 |
|   13564 |              2 | Dn1345                                                                                     |                0 |
|   13565 |              3 | Dn1345                                                                                     |                0 |
|   13567 |             14 | The_Holy_Grail                                                                             |                0 |
|   13568 |             10 | The_Holy_Grail                                                                             |                0 |
|   13569 |              0 | Fisher_King's_Castle                                                                       |                0 |
|   13571 |             14 | Maces                                                                                      |                0 |
|   13572 |             14 | Bronze_weapons                                                                             |                0 |
|   13573 |             14 | Adamantite_weapons                                                                         |                0 |
|   13574 |             14 | Rune_weapons                                                                               |                0 |
|   13575 |             14 | Scimitars                                                                                  |                0 |
|   13576 |             14 | Daggers                                                                                    |                0 |
|   13577 |             14 | Short_swords                                                                               |                0 |
|   13578 |             14 | Long_swords                                                                                |                0 |
|   13579 |             14 | 2-handed_swords                                                                            |                0 |
|   13580 |             14 | Spears                                                                                     |                0 |
|   13581 |              0 | Gnome_batta                                                                                |                0 |
|   13582 |             14 | Needs_requirements_added                                                                   |                0 |
|   13584 |              6 | Sign_(shade).png                                                                           |                0 |
|   13585 |              0 | Dragon_Inn                                                                                 |                1 |
|   13586 |              0 | Sword                                                                                      |                0 |
|   13587 |             10 | Jungle_potion                                                                              |                0 |
|   13588 |             14 | Shilo_village                                                                              |                0 |
|   13590 |             10 | Legend's_Quest                                                                             |                0 |
|   13591 |             10 | Beds                                                                                       |                0 |
|   13592 |             14 | Beds                                                                                       |                0 |
|   13593 |             14 | Poisoned_daggers                                                                           |                0 |
|   13594 |             14 | Poisoned_weapons                                                                           |                0 |
|   13596 |              0 | Jungle                                                                                     |                0 |
|   13597 |             14 | Throwing_knives                                                                            |                0 |
|   13598 |             14 | Poisoned_throwing_knives                                                                   |                0 |
|   13599 |             14 | Poisoned_spears                                                                            |                0 |
|   13600 |             14 | Throwing_darts                                                                             |                0 |
|   13601 |             14 | Poisoned_darts                                                                             |                0 |
|   13602 |              0 | Dense_Jungle_Palm                                                                          |                0 |
|   13603 |             14 | Poisoned_arrows                                                                            |                0 |
|   13604 |              0 | Dense_Jungle_Tree                                                                          |                0 |
|   13605 |              0 | Jungle_tree_stump                                                                          |                0 |
|   13606 |              0 | Rock_(Kharazi_Jungle)                                                                      |                0 |
|   13607 |              0 | Ancient_Wooden_Doors                                                                       |                0 |
|   13608 |              0 | Heavy_Metal_Gate                                                                           |                0 |
|   13609 |              0 | Crude_Desk                                                                                 |                0 |
|   13610 |              0 | Carved_Rock                                                                                |                0 |
|   13611 |              0 | Half_buried_remains                                                                        |                0 |
|   13612 |              0 | Dark_Metal_Gate                                                                            |                0 |
|   13613 |              0 | Wooden_Beam                                                                                |                0 |
|   13614 |              0 | Rope_down_into_darkness                                                                    |                0 |
|   13615 |              0 | Rock_Hewn_Stairs                                                                           |                0 |
|   13616 |              0 | Rocky_Walkway                                                                              |                0 |
|   13617 |              0 | Ancient_Lava_Furnace                                                                       |                0 |
|   13618 |              0 | Cavernous_Opening                                                                          |                0 |
|   13619 |              0 | Rope_Up                                                                                    |                0 |
|   13620 |              0 | Pile_of_rubble                                                                             |                0 |
|   13621 |              0 | Stone                                                                                      |                0 |
|   13622 |              0 | Fertile_earth                                                                              |                0 |
|   13623 |              0 | Damaged_Earth                                                                              |                0 |
|   13624 |              0 | Yommi_Tree                                                                                 |                0 |
|   13625 |              0 | Grand_Viziers_Desk                                                                         |                0 |
|   13626 |              0 | Totem_Pole_(scenery)                                                                       |                0 |
|   13627 |              0 | Wrought_Mithril_Gates                                                                      |                0 |
|   13628 |              0 | Friends_list                                                                               |                1 |
|   13629 |              6 | Longtable.png                                                                              |                0 |
|   13630 |              0 | Longtable                                                                                  |                0 |
|   13631 |              0 | Jail_Door                                                                                  |                1 |
|   13632 |              0 | Bank_Chest                                                                                 |                0 |
|   13634 |              6 | Shantay_Pass.png                                                                           |                0 |
|   13635 |              0 | Stone_Gate                                                                                 |                0 |
|   13636 |              6 | Disturbed_sand.png                                                                         |                0 |
|   13637 |              0 | Disturbed_sand                                                                             |                0 |
|   13638 |             14 | Tourist_trap                                                                               |                0 |
|   13639 |              6 | Watchtower.png                                                                             |                0 |
|   13641 |              6 | Pedestal4.png                                                                              |                0 |
|   13642 |              0 | Pedestal                                                                                   |                0 |
|   13643 |             14 | Watchtower                                                                                 |                0 |
|   13644 |              6 | Magic_portal.gif                                                                           |                0 |
|   13645 |              0 | Magic_portal                                                                               |                0 |
|   13646 |              0 | Magic_Portal                                                                               |                1 |
|   13647 |              0 | Handholds                                                                                  |                0 |
|   13648 |              0 | Climbing_rocks                                                                             |                1 |
|   13649 |              6 | Hole_(shortcut).png                                                                        |                0 |
|   13650 |              0 | Hole_(shortcut)                                                                            |                0 |
|   13651 |              0 | Knife_(ranged)                                                                             |                1 |
|   13652 |              0 | Broken_cart                                                                                |                0 |
|   13653 |              0 | Jagex_moderators                                                                           |                1 |
|   13655 |              0 | Jungle_Vine                                                                                |                0 |
|   13656 |             10 | Lost_city                                                                                  |                0 |
|   13658 |             10 | Hero's_quest                                                                               |                0 |
|   13659 |              0 | Rockslide                                                                                  |                0 |
|   13666 |            110 | Interwikia_linking                                                                         |                0 |
|   13667 |              0 | Keep_Le_Faye                                                                               |                1 |
|   13668 |              0 | Legends'_Guild_Shop                                                                        |                0 |
|   13669 |              0 | Chaos_Temple_(Wilderness)                                                                  |                1 |
|   13671 |              6 | Unfinished_potion_(Jangerberries).png                                                      |                0 |
|   13672 |              6 | Unfinished_potion_(Ogre).png                                                               |                0 |
|   13673 |              0 | Graveyard                                                                                  |                1 |
|   13674 |             10 | Merlin's_crystal                                                                           |                0 |
|   13675 |              0 | Necromaner's_Tower                                                                         |                1 |
|   13677 |             10 | Monk's_friend                                                                              |                0 |
|   13678 |             14 | Murder_Mystery                                                                             |                0 |
|   13679 |              0 | Mini-map                                                                                   |                1 |
|   13680 |              0 | Panning                                                                                    |                1 |
|   13682 |              0 | Headless_arrow                                                                             |                1 |
|   13683 |              6 | Entrana_Herblaw_Shop_Stock.png                                                             |                0 |
|   13684 |              6 | Entrana_Herblaw_Shop.png                                                                   |                0 |
|   13685 |              0 | Entrana_Olde_Herbalist                                                                     |                0 |
|   13686 |              6 | Wydin's_grocery_2.png                                                                      |                0 |
|   13687 |              2 | Dagamesensei/Stats                                                                         |                0 |
|   13688 |              2 | EngelNacht/Stats                                                                           |                0 |
|   13689 |              2 | Halonerd101/Stats                                                                          |                0 |
|   13690 |              2 | Isaacganz/Stats                                                                            |                0 |
|   13691 |              2 | Raver10155/Stats                                                                           |                0 |
|   13692 |              0 | Th_plague_sheep                                                                            |                1 |
|   13693 |              0 | Doric's_anvil                                                                              |                0 |
|   13694 |              0 | Battas                                                                                     |                1 |
|   13695 |              0 | St_plague_sheep                                                                            |                1 |
|   13696 |              0 | Rimminigton                                                                                |                1 |
|   13697 |              2 | 2CentCoin                                                                                  |                0 |
|   13698 |              3 | 2CentCoin                                                                                  |                0 |
|   13699 |              0 | Crunchies                                                                                  |                1 |
|   13700 |             10 | Observatory_quest                                                                          |                0 |
|   13702 |             10 | Scorpion_catcher                                                                           |                0 |
|   13703 |             14 | Sea_Slug                                                                                   |                0 |
|   13704 |              0 | Broken_pillar                                                                              |                0 |
|   13705 |              6 | Broken_pillar.png                                                                          |                0 |
|   13706 |              6 | Stalagmite.png                                                                             |                0 |
|   13707 |              0 | Stalagmite                                                                                 |                0 |
|   13709 |              2 | 1Fire_Noodle                                                                               |                0 |
|   13711 |              3 | 1Fire_Noodle                                                                               |                0 |
|   13712 |              0 | Rd_plague_sheep                                                                            |                1 |
|   13713 |              6 | Guthix_stone.png                                                                           |                0 |
|   13714 |              6 | Mage_Arena_Map_3.png                                                                       |                0 |
|   13715 |              6 | Saradomin_stone.png                                                                        |                0 |
|   13716 |              6 | Stalagmite_(large).png                                                                     |                0 |
|   13717 |              6 | Zamorak_stone.png                                                                          |                0 |
|   13718 |              6 | Mage_Arena_Map_2.png                                                                       |                0 |
|   13719 |              0 | God_stones                                                                                 |                0 |
|   13720 |              0 | Guthix_stone                                                                               |                0 |
|   13721 |              0 | Saradomin_stone                                                                            |                0 |
|   13722 |              0 | Zamorak_stone                                                                              |                0 |
|   13723 |              0 | Nd_plague_sheep                                                                            |                1 |
|   13724 |             10 | Sea_Slug                                                                                   |                0 |
|   13725 |              0 | Skill_total                                                                                |                1 |
|   13726 |              0 | Total                                                                                      |                1 |
|   13727 |              0 | Overall                                                                                    |                1 |
|   13728 |              6 | Juliet.jpg                                                                                 |                1 |
|   13729 |             14 | Sheep_Herder                                                                               |                0 |
|   13730 |             10 | Sheep_Herder                                                                               |                0 |
|   13731 |             14 | Temple_of_Ikov                                                                             |                0 |
|   13732 |             10 | Tourist_trap                                                                               |                0 |
|   13733 |             14 | Tree_Gnome_Village                                                                         |                0 |
|   13734 |             10 | Tree_Gnome_Village                                                                         |                0 |
|   13735 |             14 | Tribal_Totem                                                                               |                0 |
|   13736 |             10 | Tribal_Totem                                                                               |                0 |
|   13739 |             10 | Waterfall_quest                                                                            |                0 |
|   13740 |             10 | Witch's_house                                                                              |                0 |
|   13742 |              6 | Door_mat_location.png                                                                      |                0 |
|   13743 |              0 | Door_mat                                                                                   |                0 |
|   13744 |              0 | Ignore_list                                                                                |                1 |
|   13745 |              0 | Paladin_House                                                                              |                1 |
|   13746 |              0 | Total_level                                                                                |                1 |
|   13747 |              0 | Rope_swing                                                                                 |                1 |
|   13748 |              0 | Shortcut                                                                                   |                1 |
|   13749 |              0 | Ledge                                                                                      |                0 |
|   13750 |              0 | Low_wall                                                                                   |                0 |
|   13751 |              0 | Log_balance                                                                                |                1 |
|   13752 |              0 | Old_bridge                                                                                 |                0 |
|   13753 |              0 | Swamp                                                                                      |                0 |
|   13754 |              0 | Dough                                                                                      |                0 |
|   13755 |              0 | Stalactite                                                                                 |                0 |
|   13756 |              0 | Danger_Sign                                                                                |                0 |
|   13757 |              0 | Passage                                                                                    |                0 |
|   13758 |              0 | Dug_up_soil                                                                                |                0 |
|   13759 |              0 | Wall_grill                                                                                 |                0 |
|   13760 |              0 | Spiked_pit                                                                                 |                0 |
|   13761 |              0 | Pile_of_mud                                                                                |                0 |
|   13762 |              0 | Gate_of_Iban                                                                               |                0 |
|   13763 |              0 | Stone_steps                                                                                |                0 |
|   13764 |              0 | Platform                                                                                   |                0 |
|   13765 |              0 | Stone_bridge                                                                               |                0 |
|   13766 |              0 | Tomb_of_Iban                                                                               |                0 |
|   13767 |              0 | Bridge_support                                                                             |                0 |
|   13768 |              0 | Mud_pile                                                                                   |                1 |
|   13769 |              0 | Stone_platform                                                                             |                0 |
|   13770 |              0 | Zamorakian_Temple                                                                          |                0 |
|   13771 |             10 | Underground_pass                                                                           |                0 |
|   13772 |              0 | Pit_of_the_Damned                                                                          |                0 |
|   13773 |              0 | Well_of_Voyage                                                                             |                1 |
|   13774 |              6 | Guide_(Digsite).png                                                                        |                0 |
|   13775 |              0 | Guide_(Digsite)                                                                            |                0 |
|   13776 |              0 | Prayer_equipment                                                                           |                1 |
|   13777 |              0 | Gear                                                                                       |                1 |
|   13778 |              0 | Magic_equipment                                                                            |                1 |
|   13779 |              0 | Platelegs                                                                                  |                1 |
|   13780 |              0 | Efficient_weapons                                                                          |                1 |
|   13781 |              0 | Ranged_Weapons                                                                             |                1 |
|   13782 |              0 | Iban's_blood                                                                               |                1 |
|   13783 |              0 | Iban's_Temple                                                                              |                1 |
|   13784 |              0 | Iban's_flesh                                                                               |                1 |
|   13785 |              0 | Doused_arrow                                                                               |                1 |
|   13786 |              0 | Cave                                                                                       |                1 |
|   13787 |              0 | Skavid_caves                                                                               |                0 |
|   13788 |              0 | Key_(Watchtower)                                                                           |                0 |
|   13789 |             10 | Watchtower                                                                                 |                0 |
|   13790 |              0 | Powering_crystal                                                                           |                0 |
|   13791 |             10 | Ogres                                                                                      |                0 |
|   13802 |             10 | AgilityObstacles                                                                           |                0 |
|   13803 |             10 | Knights                                                                                    |                0 |
|   13804 |              0 | Stove                                                                                      |                1 |
|   13805 |              0 | Lockpicking                                                                                |                1 |
|   13806 |              0 | Sandpit                                                                                    |                1 |
|   13807 |              6 | Fairy_Shopkeeper.png                                                                       |                0 |
|   13808 |              6 | Fairy_Shop_Assistant.png                                                                   |                0 |
|   13809 |             14 | Ogres                                                                                      |                0 |
|   13810 |              6 | Bronze_Plated_Skirt_worn.png                                                               |                0 |
|   13811 |              2 | Noodle_Princess                                                                            |                0 |
|   13812 |              6 | Iron_Plated_Skirt_worn.png                                                                 |                0 |
|   13813 |              6 | Iron_sword.png                                                                             |                0 |
|   13814 |              0 | Bug                                                                                        |                1 |
|   13815 |              0 | Bugs                                                                                       |                1 |
